recipe_id;name;link;ingredients;calories;fat;sodium;sugars;protein;rating;rating_count
16d158f0-5274-4916-8da7-47fcd716d4e2;White Wine Lemon-Caper Sauce;https://www.eatingwell.com/recipe/276377/white-wine-lemon-caper-sauce/;1 tablespoon extra-virgin olive oil, ¼ cup minced shallot (about 1 medium), ¼ cup dry white wine, ½ teaspoon lemon zest, 3 tablespoons lemon juice, 1 cup unsalted chicken broth plus 1 tablespoon, divided, 1 tablespoon chopped capers, 1 tablespoon chopped fresh parsley, ¼ teaspoon salt, ¼ teaspoon ground pepper, 1 tablespoon cornstarch, 2 tablespoons butter;47;3g;116mg;1g;1g;5.0;4
5204dada-7b2e-4d90-add9-2a93cdcf4ddc;Sunomono (Japanese Cucumber Salad);https://www.eatingwell.com/recipe/252108/japanese-cucumber-salad/;2 medium cucumbers, or 1 large English cucumber, ¼ cup rice vinegar, 1 teaspoon sugar, ¼ teaspoon salt, 2 tablespoons sesame seeds, toasted (see Tip);46;2g;147mg;2g;1g;3.9;10
c0775290-fbe3-4194-9cc4-a9b10fe76b25;One-Pan Chicken & Asparagus Bake;https://www.eatingwell.com/recipe/278009/one-pan-chicken-asparagus-bake/;2 8-ounce boneless, skinless chicken breasts, 12 ounces baby Yukon Gold potatoes, halved lengthwise, 8 ounces carrots, diagonally sliced into 1-inch pieces, 3 tablespoons extra-virgin olive oil, divided, 2 teaspoons ground coriander, divided, ¾ teaspoon salt, divided, ½ teaspoon ground pepper, divided, 2 tablespoons lemon juice, 2 tablespoons chopped shallot, 1 tablespoon whole-grain Dijon mustard, 2 teaspoons honey, 1 pound fresh asparagus, trimmed, 2 tablespoons chopped fresh flat-leaf parsley, 1 tablespoon chopped fresh dill, Lemon wedges;352;14g;599mg;8g;28g;4.3;22
b2022a75-851a-4178-861c-edf08e440d27;Maple-Roasted Sweet Potatoes;https://www.eatingwell.com/recipe/252258/maple-roasted-sweet-potatoes/;2 ½ pounds sweet potatoes, peeled and cut into 1 1/2-inch pieces, ⅓ cup pure maple syrup, 2 tablespoons butter, melted, 1 tablespoon lemon juice, ½ teaspoon salt, Freshly ground pepper, to taste;92;2g;119mg;9g;1g;4.9;18
5695731f-b2e7-46e6-8063-0c4e899ec860;Cheesy Vegetable Bake;https://www.eatingwell.com/recipe/262825/cheesy-vegetable-bake/;Nonstick cooking spray, 2 (16 ounce) packages frozen broccoli, cauliflower and carrots, thawed and rinsed (see Tip), 1 (12 ounce) can evaporated fat-free milk, ¼ cup finely chopped onion, 2 tablespoons all-purpose flour, 2 cloves garlic, minced, ¼ teaspoon black pepper, ¾ cup (g) shredded reduced-fat Cheddar cheese (3 ounces), ½ (8 ounce) package reduced-fat cream cheese (Neufchâtel), cut up and softened, ⅔ 2/3 cup (g) soft whole-wheat breadcrumbs (1 slice), 2 tablespoons snipped fresh parsley and/or snipped fresh basil (Optional);104;4g;163mg;6g;7g;;
314b2780-50d6-4e5e-9aba-55d8e70569a0;Skillet Lemon Chicken & Potatoes with Kale;https://www.eatingwell.com/recipe/272467/skillet-lemon-chicken-potatoes-with-kale/;3 tablespoons extra-virgin olive oil, divided, 1 pound boneless, skinless chicken thighs, trimmed, ½ teaspoon salt, divided, ½ teaspoon ground pepper, divided, 1 pound baby Yukon Gold potatoes, halved lengthwise, ½ cup low-sodium chicken broth, 1 large lemon, sliced and seeds removed, 4 cloves garlic, minced, 1 tablespoon chopped fresh tarragon, 6 cups baby kale;374;19g;378mg;2g;25g;4.1;31
74d304df-ab03-4d4e-94e3-d89c3f8ba96b;One-Pot Garlicky Shrimp & Spinach;https://www.eatingwell.com/recipe/269496/one-pot-garlicky-shrimp-spinach/;3 tablespoons extra-virgin olive oil, divided, 6 medium cloves garlic, sliced, divided, 1 pound spinach, ¼ teaspoon salt plus 1/8 teaspoon, divided, 1 tablespoon lemon juice, 1 pound shrimp (21-30 count), peeled and deveined, ¼ teaspoon crushed red pepper, 1 tablespoon finely chopped fresh parsley, 1 ½ teaspoons lemon zest;226;12g;444mg;1g;26g;4.5;21
28691924-9c94-4e25-acd8-e71efbd8c2ab;Walnut-Rosemary Crusted Salmon;https://www.eatingwell.com/recipe/267223/walnut-rosemary-crusted-salmon/;2 teaspoons Dijon mustard, 1 clove garlic, minced, ¼ teaspoon lemon zest, 1 teaspoon lemon juice, 1 teaspoon chopped fresh rosemary, ½ teaspoon honey, ½ teaspoon kosher salt, ¼ teaspoon crushed red pepper, 3 tablespoons panko breadcrumbs, 3 tablespoons finely chopped walnuts, 1 teaspoon extra-virgin olive oil, 1 (1 pound) skinless salmon fillet, fresh or frozen, Olive oil cooking spray, Chopped fresh parsley and lemon wedges for garnish;222;12g;256mg;1g;24g;4.8;41
0c7480cb-6bd9-4f62-81f1-ef54b30c3beb;Pineapple Green Smoothie;https://www.eatingwell.com/recipe/251038/pineapple-green-smoothie/;½ cup unsweetened almond milk, ⅓ cup nonfat plain Greek yogurt, 1 cup baby spinach, 1 cup frozen banana slices (about 1 medium banana), ½ cup frozen pineapple chunks, 1 tablespoon chia seeds, 1-2 teaspoons pure maple syrup or honey (optional);297;6g;145mg;29g;13g;4.6;32
55f1d2c8-f4e7-4be0-8b6c-504f27306b74;Easy Steamed Zucchini;https://www.eatingwell.com/recipe/262565/easy-steamed-zucchini/;2 pounds zucchini (about 4 medium), sliced 1/4 inch thick;37;1g;17mg;5g;3g;4.0;4
11b97a4d-269f-469b-814e-c2137d35e759;Homemade Plain Greek Yogurt;https://www.eatingwell.com/recipe/252990/homemade-plain-greek-yogurt/;4 cups nonfat or low-fat milk, ¼ cup nonfat or low-fat plain yogurt;184;0g;229mg;27g;18g;4.5;2
7060a9cc-6caa-41fb-a31f-497d657a8a52;Baked Garlicky Salmon Balls;https://www.eatingwell.com/recipe/8009586/baked-garlicky-salmon-balls/;2 (6 ounce) cans boneless, skinless salmon, drained, 3 tablespoons Italian breadcrumbs, 1 scallion, thinly sliced, 1 large egg, lightly beaten, 1 tablespoon low-fat plain strained yogurt, such as Greek-style, 1 tablespoon minced garlic, Cooking spray;138;5g;339mg;1g;19g;4.6;5
f9b0562f-3042-4143-88b3-0c59938c52d0;Lemon & Dill Chicken;https://www.eatingwell.com/recipe/252591/lemon-dill-chicken/;4 boneless, skinless chicken breasts, (1-1 1/4 pounds), Salt & freshly ground pepper, to taste, 3 teaspoons extra-virgin olive oil, or canola oil, divided, ¼ cup finely chopped onion, 3 cloves garlic, minced, 1 cup reduced-sodium chicken broth, 2 teaspoons flour, 2 tablespoons chopped fresh dill, divided, 1 tablespoon lemon juice;170;6g;340mg;1g;24g;4.6;44
a07a9464-f182-43bb-9593-16c6e368a50f;Sheet-Pan Chicken Fajitas;https://www.eatingwell.com/recipe/257878/sheet-pan-chicken-fajitas/;1 pound boneless, skinless chicken breasts, 2 tablespoons extra-virgin olive oil, 1 tablespoon chili powder, 2 teaspoons ground cumin, 1 teaspoon garlic powder, ¾ teaspoon salt, 1 large red bell pepper, sliced, 1 large yellow bell pepper, sliced, 2 cups sliced red or yellow onion (about 1 large), 1 tablespoon lime juice, 8 corn tortillas, warmed, Lime wedges, cilantro, sour cream, avocado and/or pico de gallo for serving;357;12g;573mg;5g;30g;4.9;28
1566fbfd-4208-4e1c-819c-cbecda421d89;Breakfast Peanut Butter-Chocolate Chip Oatmeal Cakes;https://www.eatingwell.com/recipe/7991713/breakfast-peanut-butter-chocolate-chip-oatmeal-cakes/;3 cups old-fashioned rolled oats, 1 ½ cups low-fat milk, ½ cup creamy natural peanut butter, divided, ¼ cup unsweetened applesauce, 2 large eggs, lightly beaten, 3 tablespoons packed light brown sugar, 1 teaspoon baking powder, 1 teaspoon vanilla extract, ½ teaspoon salt, ¼ cup mini semisweet chocolate chips;204;9g;199mg;8g;7g;4.1;21
41b6bfe7-c809-45d4-806c-1192a038a15d;Two-Ingredient Banana Pancakes;https://www.eatingwell.com/recipe/268783/two-ingredient-banana-pancakes/;2 large eggs, 1 medium banana;124;5g;72mg;7g;7g;4.4;10
680069b2-7890-4c9b-845a-e0a5f02619d6;Slow-Cooker Chicken & White Bean Stew;https://www.eatingwell.com/recipe/269820/slow-cooker-chicken-white-bean-stew/;1 pound dried cannellini beans, soaked overnight and drained (see Tip, above), 6 cups unsalted chicken broth, 1 cup chopped yellow onion, 1 cup sliced carrots, 1 teaspoon finely chopped fresh rosemary, 1 (4 ounce) Parmesan cheese rind plus 2/3 cup grated Parmesan, divided, 2 bone-in chicken breasts (1 pound each), 4 cups chopped kale, 1 tablespoon lemon juice, ½ teaspoon kosher salt, ½ teaspoon ground pepper, 2 tablespoons extra-virgin olive oil, ¼ cup flat-leaf parsley leaves;493;11g;518mg;5g;44g;4.3;25
c8e20b51-ad41-4fce-8e1e-b809acef47d2;Diabetes-Friendly Carrot Cake;https://www.eatingwell.com/recipe/262989/diabetic-carrot-cake/;1 ½ cups all-purpose flour, ⅔ cup flax-seed meal, 2 teaspoons baking powder, 1 teaspoon pumpkin pie spice, ½ teaspoon baking soda, ¼ teaspoon salt, 3 cups finely shredded carrot (about 6 medium carrots) (see Tip), 1 cup refrigerated or frozen egg product, thawed, or 4 eggs, lightly beaten, ½ cup granulated sugar (see Tip), ½ cup packed brown sugar (see Tip), ½ cup canola oil, 1 Coarsely shredded carrot;254;12g;188mg;19g;5g;4.4;9
b683eef9-0cc2-47b9-ba6c-1864b4c40684;Steamed Butternut Squash;https://www.eatingwell.com/recipe/261204/steamed-butternut-squash/;1 (20 ounce) package cubed peeled butternut squash;26;0g;2mg;1g;1g;5.0;2
8f8b7d20-cead-476c-a12d-60ca79a8ae45;Dill Mustard Sauce;https://www.eatingwell.com/recipe/250851/dill-mustard-sauce/;3 tablespoons Dijon mustard, 1 tablespoon honey, 1 tablespoon cider vinegar, 2 tablespoons extra-virgin olive oil, 1 ½ tablespoons chopped fresh dill;40;4g;73mg;2g;;5.0;3
61eb0c69-af10-44ea-ba8b-d55347b623f9;Breakfast Lemon-Blueberry Oatmeal Cakes;https://www.eatingwell.com/recipe/7964800/breakfast-lemon-blueberry-oatmeal-cakes/;3 cups old-fashioned rolled oats (see Tip), 1 ¼ cups low-fat milk, ½ cup unsweetened applesauce, ⅓ cup packed light brown sugar, 1 tablespoon grated lemon zest, ¼ cup lemon juice, 2 large eggs, lightly beaten, 1 teaspoon baking powder, 1 teaspoon vanilla extract, ½ teaspoon salt, 1 cup frozen blueberries, preferably wild;134;3g;163mg;10g;5g;4.4;17
ce7f159f-bc1e-4cfd-a5f9-b7ac1bc93781;Banana-Bran Muffins;https://www.eatingwell.com/recipe/248768/banana-bran-muffins/;2 large eggs, ⅔ cup packed light brown sugar, 1 cup mashed ripe bananas, (2 medium), 1 cup buttermilk, (see Ingredient notes), 1 cup unprocessed wheat bran, (see Ingredient notes), ¼ cup canola oil, 1 teaspoon vanilla extract, 1 cup whole-wheat flour, ¾ cup all-purpose flour, 1 ½ teaspoons baking powder, ½ teaspoon baking soda, ½ teaspoon ground cinnamon, ¼ teaspoon salt, ½ cup chocolate chips (optional), ⅓ cup chopped walnuts (optional);200;6g;217mg;15g;5g;4.8;60
2c6cb41b-c932-4a40-8a59-802e372c5905;Smoked Tuna Spread Canapés;https://www.eatingwell.com/recipe/270901/smoked-tuna-spread-canapes/;3 ounces reduced-fat cream cheese, softened, ¼ cup finely chopped red onion, 2 tablespoons snipped fresh chives, divided, 2 teaspoons olive oil, 1 teaspoon reduced-sodium Old Bay Seasoning, ½ teaspoon Worcestershire sauce, ½ teaspoon liquid smoke, 1 (5 ounce) can very low-sodium chunk white tuna, drained, 2 tablespoons diced pimiento, drained, 24 almond crackers, such as Blue Diamond Almond Thins brand, ½ of a 12-inch English cucumber (about 8 ounces), cut into 24 slices, each about 1/4 inch thick;112;6g;160mg;2g;7g;5.0;1
986f7359-aebd-4d06-97eb-f8b95a1db388;Roast Chicken & Sweet Potato;https://www.eatingwell.com/recipe/250549/roast-chicken-sweet-potatoes/;2 tablespoons whole-grain or Dijon mustard, 2 tablespoons chopped fresh thyme or 2 teaspoons dried, 2 tablespoons extra-virgin olive oil, divided, ½ teaspoon salt, divided, ½ teaspoon freshly ground pepper, divided, 1 1/2-2 pounds bone-in chicken thighs, skin removed, 2 medium sweet potatoes, peeled and cut into 1-inch pieces, 1 large red onion, cut into 1-inch wedges;408;17g;554mg;12g;27g;4.5;46
d5327b0a-074c-4abc-87ee-f5734725648e;Peanut Butter-Oat Energy Balls;https://www.eatingwell.com/recipe/258084/peanut-butter-oat-energy-balls/;¾ cup chopped Medjool dates, ½ cup rolled oats, ¼ cup natural peanut butter, Chia seeds for garnish;73;3g;18mg;6g;2g;4.7;21
